set_name	family	section_source	analyte	polarity	evidence	n_species	n_taxa	n_strains_total	median_n_tested
BacDive_Temp_mesophile	culture_temp	Temp	mesophile	pos	measured	8061	7829	25750	1
BacDive_Shape_rod	shape	Shape	rod	pos	measured	4277	4168	7983	1
BacDive_Prod_indole_negative	production	Prod	indole	neg	measured	4103	3980	12252	1
BacDive_Enzyme_catalase	enzyme	Enzyme	catalase	pos	measured	3921	3828	8262	1
BacDive_Enzyme_urease_negative	enzyme|hydrolysis	Enzyme	urease	neg	measured	3912	3789	29314	1
BacDive_Enzyme_leucine_arylamidase	api_zym|enzyme	Enzyme	leucine arylamidase	pos	measured	3648	3547	17868	1
BacDive_Enzyme_acid_phosphatase	api_zym|enzyme	Enzyme	acid phosphatase	pos	measured	3574	3465	16471	1
BacDive_Enzyme_alpha-mannosidase_negative	api_zym|enzyme	Enzyme	alpha-mannosidase	neg	measured	3536	3422	18749	1
BacDive_Enzyme_alkaline_phosphatase	api_zym|enzyme	Enzyme	alkaline phosphatase	pos	measured	3502	3410	16833	1
BacDive_Enzyme_alpha-galactosidase_negative	api_zym|enzyme	Enzyme	alpha-galactosidase	neg	measured	3491	3392	19513	1
BacDive_Enzyme_lipase_negative	api_zym|enzyme|hydrolysis	Enzyme	lipase	neg	measured	3494	3375	19345	1
BacDive_Oxygen_aerobe	oxygen	Oxygen	aerobe	pos	measured	3260	3213	5992	1
BacDive_Motility_no	motility	Motility	no	pos	measured	3283	3204	5784	1
BacDive_Enzyme_N-acetyl-beta-glucosaminidase_negative	api_zym|enzyme	Enzyme	N-acetyl-beta-glucosaminidase	neg	measured	3312	3187	19954	1
BacDive_Enzyme_alpha-chymotrypsin_negative	api_zym|enzyme	Enzyme	alpha-chymotrypsin	neg	measured	3272	3168	17571	1
BacDive_Enzyme_esterase	api_zym|enzyme	Enzyme	esterase	pos	measured	3205	3123	15792	1
BacDive_NaCl_growth_ge_2pct_NaCl	halophily	NaCl	growth_ge_2pct_NaCl	pos	measured	3160	3116	4173	1
BacDive_Enzyme_naphthol-AS-BI-phosphohydrolase	api_zym|enzyme	Enzyme	naphthol-AS-BI-phosphohydrolase	pos	measured	3196	3104	15332	1
BacDive_GC_GC_high	gc_content	GC	GC_high	pos	measured	3130	3087	3631	1
BacDive_Enzyme_esterase_lipase	api_zym|enzyme	Enzyme	esterase lipase	pos	measured	3057	2977	14184	1
BacDive_Enzyme_beta-galactosidase_negative	api_zym|enzyme	Enzyme	beta-galactosidase	neg	measured	3042	2954	18478	1
BacDive_Uses_glucose	util	Uses	glucose	pos	measured	2968	2938	5107	1
BacDive_Gram_negative	gram	Gram	negative	pos	measured	3000	2936	5709	1
BacDive_Enzyme_beta-glucosidase_negative	api_zym|enzyme	Enzyme	beta-glucosidase	neg	measured	2937	2846	18596	1
BacDive_Enzyme_cystine_arylamidase_negative	api_zym|enzyme	Enzyme	cystine arylamidase	neg	measured	2926	2845	16754	1
BacDive_Uses_nitrate_reduction_negative	util	Uses	nitrate	neg	measured	2863	2774	8955	1
BacDive_Enzyme_trypsin_negative	api_zym|enzyme|hydrolysis	Enzyme	trypsin	neg	measured	2755	2657	15533	1
BacDive_Enzyme_gelatinase_negative	enzyme|hydrolysis	Enzyme	gelatinase	neg	measured	2668	2610	14724	1
BacDive_Enzyme_alpha-glucosidase	api_zym|enzyme	Enzyme	alpha-glucosidase	pos	measured	2562	2474	12398	1
BacDive_Enzyme_cytochrome_c_oxidase	enzyme	Enzyme	cytochrome c oxidase	pos	measured	2506	2457	5713	1
BacDive_Gram_positive	gram	Gram	positive	pos	measured	2534	2453	4633	1
BacDive_Enzyme_arginine_dihydrolase_negative	enzyme|hydrolysis	Enzyme	arginine dihydrolase	neg	measured	2477	2412	18609	1
BacDive_Uses_nitrite_reduction_negative	util	Uses	nitrite	neg	measured	2461	2375	5304	1
BacDive_Enzyme_ornithine_decarboxylase_negative	enzyme	Enzyme	ornithine decarboxylase	neg	measured	2411	2313	8677	1
BacDive_Uses_tryptophan_negative	util	Uses	tryptophan	neg	measured	2335	2278	7957	1
BacDive_Test_indole_test_negative	metabolite_test	Test	indole test	neg	measured	2331	2274	7955	1
BacDive_Enzyme_lysine_decarboxylase_negative	enzyme	Enzyme	lysine decarboxylase	neg	measured	2330	2237	6171	1
BacDive_Enzyme_valine_arylamidase_negative	api_zym|enzyme	Enzyme	valine arylamidase	neg	measured	2271	2201	13752	1
BacDive_Uses_nitrate_reduction	util	Uses	nitrate	pos	measured	2263	2198	8306	1
BacDive_Enzyme_beta-galactosidase	api_zym|enzyme	Enzyme	beta-galactosidase	pos	measured	2270	2186	11623	1
BacDive_GC_GC_mid	gc_content	GC	GC_mid	pos	measured	2144	2124	2735	1
BacDive_Enzyme_beta-glucosidase	api_zym|enzyme	Enzyme	beta-glucosidase	pos	measured	2153	2093	9846	1
BacDive_Enzyme_esculin_hydrolysis	hydrolysis	Enzyme	esculin hydrolysis	pos	measured	2122	2086	4466	1
BacDive_Enzyme_alpha-glucosidase_negative	api_zym|enzyme	Enzyme	alpha-glucosidase	neg	measured	2051	2011	11545	1
BacDive_Enzyme_cytochrome_c_oxidase_negative	enzyme	Enzyme	cytochrome c oxidase	neg	measured	2079	2004	6090	1
BacDive_NaCl_growth_ge_5pct_NaCl	halophily	NaCl	growth_ge_5pct_NaCl	pos	measured	1931	1897	2760	1
BacDive_Motility_yes	motility	Motility	yes	pos	measured	1905	1870	3347	1
BacDive_Uses_sorbitol_acid_negative	util	Uses	sorbitol	neg	measured	1920	1848	8578	1
BacDive_Spore_no	spore	Spore	no	pos	measured	1762	1755	1865	1
BacDive_Uses_melezitose_acid_negative	util	Uses	melezitose	neg	measured	1795	1723	8159	1
BacDive_Uses_mannose	util	Uses	mannose	pos	measured	1720	1706	2580	1
BacDive_Observation_menaquinone	observation	Observation	menaquinone	pos	measured	1713	1698	1935	1
BacDive_Enzyme_esculin_hydrolysis_negative	hydrolysis	Enzyme	esculin hydrolysis	neg	measured	1744	1697	6221	1
BacDive_pH_alkaliphile	culture_ph_max|ph_range	pH	alkaliphile	pos	measured	1699	1693	3191	1
BacDive_Uses_maltose	util	Uses	maltose	pos	measured	1693	1680	2213	1
BacDive_Enzyme_gelatinase	enzyme|hydrolysis	Enzyme	gelatinase	pos	measured	1691	1653	6831	1
BacDive_Enzyme_valine_arylamidase	api_zym|enzyme	Enzyme	valine arylamidase	pos	measured	1671	1641	5845	1
BacDive_Uses_glucose_fermentation_negative	util	Uses	glucose	neg	measured	1666	1639	4977	1
BacDive_Uses_rhamnose_acid_negative	util	Uses	rhamnose	neg	measured	1703	1632	6142	1
BacDive_Enzyme_alcohol_dehydrogenase_negative	enzyme	Enzyme	alcohol dehydrogenase	neg	measured	1687	1627	3828	1
BacDive_Enzyme_urease	enzyme|hydrolysis	Enzyme	urease	pos	measured	1628	1592	7720	1
BacDive_Test_voges-proskauer-test_negative	metabolite_test	Test	voges-proskauer-test	neg	measured	1618	1583	6507	1
BacDive_Uses_fructose	util	Uses	fructose	pos	measured	1592	1582	1692	1
BacDive_Uses_glucose_acid	util	Uses	glucose	pos	measured	1631	1568	6369	1
BacDive_pH_growth_ge_pH9	culture_ph_max	pH	growth_ge_pH9	pos	measured	1534	1528	1546	1
BacDive_Uses_mannitol	util	Uses	mannitol	pos	measured	1537	1525	2558	1
BacDive_Uses_raffinose_acid_negative	util	Uses	raffinose	neg	measured	1558	1520	7211	1
BacDive_Uses_glycogen_acid_negative	util	Uses	glycogen	neg	measured	1559	1501	7498	1
BacDive_Uses_L-arabinose_acid_negative	util	Uses	L-arabinose	neg	measured	1532	1474	7713	1
BacDive_Uses_melibiose_acid_negative	util	Uses	melibiose	neg	measured	1509	1467	7092	1
BacDive_Uses_mannitol_acid_negative	util	Uses	mannitol	neg	measured	1499	1455	6976	1
BacDive_Uses_sucrose	util	Uses	sucrose	pos	measured	1458	1453	1538	1
BacDive_Enzyme_alkaline_phosphatase_negative	api_zym|enzyme	Enzyme	alkaline phosphatase	neg	measured	1492	1445	9709	1
BacDive_Uses_lactose_acid_negative	util	Uses	lactose	neg	measured	1384	1351	5533	1
BacDive_Uses_citrate_negative	util	Uses	citrate	neg	measured	1375	1345	4293	1
BacDive_Uses_methyl_alpha-D-glucopyranoside_acid_negative	util	Uses	methyl alpha-D-glucopyranoside	neg	measured	1392	1339	5139	1
BacDive_Uses_maltose_acid	util	Uses	maltose	pos	measured	1380	1323	7627	1
BacDive_Oxygen_anaerobe	oxygen	Oxygen	anaerobe	pos	measured	1360	1317	2887	1
BacDive_Enzyme_amylase_negative	enzyme|hydrolysis	Enzyme	amylase	neg	measured	1319	1300	1938	1
BacDive_Uses_D-xylose_acid_negative	util	Uses	D-xylose	neg	measured	1358	1300	4974	1
BacDive_Enzyme_pyrrolidonyl_arylamidase_negative	enzyme	Enzyme	pyrrolidonyl arylamidase	neg	measured	1346	1284	5177	1
BacDive_Uses_fructose_acid	util	Uses	fructose	pos	measured	1338	1281	4649	1
BacDive_Enzyme_N-acetyl-beta-glucosaminidase	api_zym|enzyme	Enzyme	N-acetyl-beta-glucosaminidase	pos	measured	1279	1248	5751	1
BacDive_GC_GC_low	gc_content	GC	GC_low	pos	measured	1260	1245	1572	1
BacDive_Uses_glycerol_acid_negative	util	Uses	glycerol	neg	measured	1296	1242	4161	1
BacDive_NaCl_slight_halophile	halophily	NaCl	slight halophile	pos	measured	1242	1229	1503	1
BacDive_NaCl_halotolerant	halophily	NaCl	halotolerant	pos	measured	1229	1223	1413	1
BacDive_Prod_H2S_negative	production	Prod	H2S	neg	measured	1237	1211	3635	1
BacDive_Uses_amygdalin_acid_negative	util	Uses	amygdalin	neg	measured	1245	1209	4358	1
BacDive_Enzyme_trypsin	api_zym|enzyme	Enzyme	trypsin	pos	measured	1216	1202	4163	1
BacDive_Uses_starch_acid_negative	util	Uses	starch	neg	measured	1243	1200	4240	1
BacDive_Uses_Potassium_5-ketogluconate_acid_negative	util	Uses	Potassium 5-ketogluconate	neg	measured	1255	1198	5725	1
BacDive_Uses_turanose_acid_negative	util	Uses	turanose	neg	measured	1226	1189	4589	1
BacDive_Enzyme_caseinase_negative	enzyme|hydrolysis	Enzyme	caseinase	neg	measured	1188	1172	1761	1
BacDive_Uses_sucrose_acid_negative	util	Uses	sucrose	neg	measured	1187	1160	5550	1
BacDive_Uses_cellobiose_acid_negative	util	Uses	cellobiose	neg	measured	1181	1145	4644	1
BacDive_Uses_malate	util	Uses	malate	pos	measured	1152	1138	2987	1
BacDive_Uses_gluconate_acid_negative	util	Uses	gluconate	neg	measured	1158	1121	4177	1
BacDive_Uses_mannitol_negative	util	Uses	mannitol	neg	measured	1121	1114	2227	1
BacDive_Uses_mannose_acid	util	Uses	mannose	pos	measured	1152	1105	3689	1
BacDive_Enzyme_alpha-galactosidase	api_zym|enzyme	Enzyme	alpha-galactosidase	pos	measured	1140	1097	5523	1
BacDive_Uses_sucrose_acid	util	Uses	sucrose	pos	measured	1137	1094	5978	1
BacDive_Uses_trehalose_acid_negative	util	Uses	trehalose	neg	measured	1119	1086	4535	1
BacDive_Uses_gentiobiose_acid_negative	util	Uses	gentiobiose	neg	measured	1110	1079	4106	1
BacDive_Uses_citrate	util	Uses	citrate	pos	measured	1095	1073	2363	1
BacDive_Uses_salicin_acid_negative	util	Uses	salicin	neg	measured	1096	1067	3476	1
BacDive_Uses_arabinose	util	Uses	arabinose	pos	measured	1057	1050	1109	1
BacDive_Enzyme_lecithinase_negative	enzyme	Enzyme	lecithinase	neg	measured	1063	1038	2191	1
BacDive_Uses_ribose_acid_negative	util	Uses	ribose	neg	measured	1063	1036	5039	1
BacDive_Temp_growth_ge_45C	culture_temp	Temp	growth_ge_45C	pos	measured	1066	1035	8373	1
BacDive_Uses_adipate_negative	util	Uses	adipate	neg	measured	1041	1028	2227	1
BacDive_Enzyme_DNase_negative	enzyme|hydrolysis	Enzyme	DNase	neg	measured	1045	1025	1639	1
BacDive_Uses_arbutin_acid_negative	util	Uses	arbutin	neg	measured	1052	1023	3614	1
BacDive_Temp_thermophile	culture_temp	Temp	thermophile	pos	measured	1048	1017	8338	1
BacDive_Temp_psychrotolerant	culture_temp_min	Temp	psychrotolerant	pos	measured	1014	1011	5234	1
BacDive_Enzyme_tween_esterase_negative	enzyme|hydrolysis	Enzyme	tween esterase	neg	measured	1020	1002	1411	1
BacDive_Uses_trehalose_acid	util	Uses	trehalose	pos	measured	1034	990	5638	1
BacDive_Uses_mannitol_fermentation_negative	util	Uses	mannitol	neg	measured	995	970	3339	1
BacDive_Uses_galactose	util	Uses	galactose	pos	measured	967	964	972	1
BacDive_Oxygen_facultative_anaerobe	oxygen	Oxygen	facultative anaerobe	pos	measured	1002	962	5284	1
BacDive_pH_acidophile	culture_ph_min|ph_range	pH	acidophile	pos	measured	957	955	1056	1
BacDive_Uses_lactose_fermentation_negative	util	Uses	lactose	neg	measured	980	950	3437	1
BacDive_Uses_N-acetyl-D-glucosamine	util	Uses	N-acetyl-D-glucosamine	pos	measured	956	945	1743	1
BacDive_Shape_coccoid	shape_union		BacDive_Shape_coccoid	pos	measured	969	944	2078	1
BacDive_Enzyme_cystine_arylamidase	api_zym|enzyme	Enzyme	cystine arylamidase	pos	measured	959	940	2721	1
BacDive_Uses_maltose_negative	util	Uses	maltose	neg	measured	927	922	2631	1
BacDive_Uses_rhamnose	util	Uses	rhamnose	pos	measured	927	922	982	1
BacDive_Prod_acetoin_negative	production	Prod	acetoin	neg	measured	935	921	4212	1
BacDive_Enzyme_esterase_lipase_negative	api_zym|enzyme	Enzyme	esterase lipase	neg	measured	923	904	5415	1
BacDive_Spore_yes	spore	Spore	yes	pos	measured	909	900	1108	1
BacDive_Uses_decanoate_negative	util	Uses	decanoate	neg	measured	902	894	1717	1
BacDive_Uses_glucose_fermentation	util	Uses	glucose	pos	measured	925	889	5906	1
BacDive_Uses_maltose_acid_negative	util	Uses	maltose	neg	measured	901	889	3706	1
BacDive_Uses_gluconate	util	Uses	gluconate	pos	measured	891	882	2181	1
BacDive_Uses_galactose_acid	util	Uses	galactose	pos	measured	902	862	2866	1
BacDive_Enzyme_catalase_negative	enzyme	Enzyme	catalase	neg	measured	907	857	2871	1
BacDive_Uses_mannose_negative	util	Uses	mannose	neg	measured	860	853	2196	1
BacDive_Uses_ornithine_negative	util	Uses	ornithine	neg	measured	872	842	4843	1
BacDive_Uses_N-acetyl-D-glucosamine_acid	util	Uses	N-acetyl-D-glucosamine	pos	measured	877	841	3035	1
BacDive_Uses_galactose_acid_negative	util	Uses	galactose	neg	measured	854	840	2871	1
BacDive_Uses_trehalose	util	Uses	trehalose	pos	measured	838	835	844	1
BacDive_Uses_cellobiose	util	Uses	cellobiose	pos	measured	835	834	844	1
BacDive_Uses_ribose_acid	util	Uses	ribose	pos	measured	867	833	3487	1
BacDive_Uses_L-arabinose_negative	util	Uses	L-arabinose	neg	measured	839	832	2062	1
BacDive_Uses_N-acetyl-D-glucosamine_negative	util	Uses	N-acetyl-D-glucosamine	neg	measured	837	832	2114	1
BacDive_Uses_N-acetyl-D-glucosamine_acid_negative	util	Uses	N-acetyl-D-glucosamine	neg	measured	852	829	2674	1
BacDive_Uses_D-xylose_fermentation_negative	util	Uses	D-xylose	neg	measured	851	828	2520	1
BacDive_Uses_sucrose_fermentation_negative	util	Uses	sucrose	neg	measured	825	810	3034	1
BacDive_Test_methylred-test_negative	metabolite_test	Test	methylred-test	neg	measured	823	809	1777	1
BacDive_Enzyme_gamma-glutamyltransferase_negative	enzyme	Enzyme	gamma-glutamyltransferase	neg	measured	820	803	2705	1
BacDive_Enzyme_hippurate_hydrolysis_negative	hydrolysis	Enzyme	hippurate hydrolysis	neg	measured	832	802	3577	1
BacDive_Enzyme_leucine_arylamidase_negative	api_zym|enzyme	Enzyme	leucine arylamidase	neg	measured	822	796	3589	1
BacDive_Enzyme_tween_esterase	enzyme|hydrolysis	Enzyme	tween esterase	pos	measured	804	793	1568	1
BacDive_Enzyme_phenylalanine_ammonia-lyase_negative	enzyme	Enzyme	phenylalanine ammonia-lyase	neg	measured	810	791	1758	1
BacDive_Enzyme_esterase_negative	api_zym|enzyme	Enzyme	esterase	neg	measured	791	771	4046	1
BacDive_Test_voges-proskauer-test	metabolite_test	Test	voges-proskauer-test	pos	measured	814	767	4234	1
BacDive_Enzyme_arginine_dihydrolase	enzyme|hydrolysis	Enzyme	arginine dihydrolase	pos	measured	793	765	6777	1
BacDive_Uses_mannose_acid_negative	util	Uses	mannose	neg	measured	778	762	2454	1
BacDive_pH_growth_ge_pH10	culture_ph_max	pH	growth_ge_pH10	pos	measured	756	756	764	1
BacDive_Uses_cellobiose_acid	util	Uses	cellobiose	pos	measured	781	754	2618	1
BacDive_Uses_ribose_fermentation_negative	util	Uses	ribose	neg	measured	775	753	2294	1
BacDive_Enzyme_naphthol-AS-BI-phosphohydrolase_negative	api_zym|enzyme	Enzyme	naphthol-AS-BI-phosphohydrolase	neg	measured	760	752	4295	1
BacDive_Uses_xylose	util	Uses	xylose	pos	measured	755	752	803	1
BacDive_Uses_nitrate_respiration_negative	util	Uses	nitrate	neg	measured	764	750	1231	1
BacDive_Enzyme_amylase	enzyme|hydrolysis	Enzyme	amylase	pos	measured	761	748	1261	1
BacDive_Uses_esculin_acid	util	Uses	esculin	pos	measured	775	746	2175	1
BacDive_Uses_L-arabinose	util	Uses	L-arabinose	pos	measured	743	734	1562	1
BacDive_Prod_acetoin	production	Prod	acetoin	pos	measured	753	724	3456	1
BacDive_Uses_raffinose	util	Uses	raffinose	pos	measured	725	722	756	1
BacDive_Uses_L-glutamate_negative	util	Uses	L-glutamate	neg	measured	745	719	1881	1
BacDive_Enzyme_acid_phosphatase_negative	api_zym|enzyme	Enzyme	acid phosphatase	neg	measured	723	718	3576	1
BacDive_Enzyme_lipase	api_zym|enzyme|hydrolysis	Enzyme	lipase	pos	measured	727	718	2780	1
BacDive_Uses_mannitol_acid	util	Uses	mannitol	pos	measured	741	714	3614	1
BacDive_Uses_lactose_acid	util	Uses	lactose	pos	measured	726	695	3685	1
BacDive_Uses_salicin_acid	util	Uses	salicin	pos	measured	723	693	2195	1
BacDive_NaCl_growth_ge_10pct_NaCl	halophily	NaCl	growth_ge_10pct_NaCl	pos	measured	689	676	1257	1
BacDive_Shape_coccus	shape	Shape	coccus	pos	measured	681	658	1527	1
BacDive_Uses_glucose_acid_negative	util	Uses	glucose	neg	measured	658	651	2265	1
BacDive_Uses_esculin_acid_negative	util	Uses	esculin	neg	measured	671	649	2948	1
BacDive_Uses_glucose_negative	util	Uses	glucose	neg	measured	657	649	1708	1
BacDive_Enzyme_caseinase	enzyme|hydrolysis	Enzyme	caseinase	pos	measured	665	648	1161	1
BacDive_Enzyme_proline-arylamidase_negative	enzyme	Enzyme	proline-arylamidase	neg	measured	669	647	2202	1
BacDive_Uses_lysine_negative	util	Uses	lysine	neg	measured	652	634	2564	1
BacDive_Uses_raffinose_fermentation_negative	util	Uses	raffinose	neg	measured	664	634	2236	1
BacDive_Uses_raffinose_negative	util	Uses	raffinose	neg	measured	634	631	668	1
BacDive_Enzyme_alpha-chymotrypsin	api_zym|enzyme	Enzyme	alpha-chymotrypsin	pos	measured	638	630	2100	1
BacDive_Oxygen_microaerophile	oxygen	Oxygen	microaerophile	pos	measured	638	628	2467	1
BacDive_Enzyme_beta-Galactosidase_6-phosphate_negative	enzyme	Enzyme	beta-Galactosidase 6-phosphate	neg	measured	647	625	1766	1
BacDive_Uses_maltose_fermentation_negative	util	Uses	maltose	neg	measured	637	623	1325	1
BacDive_Enzyme_hippurate_hydrolysis	hydrolysis	Enzyme	hippurate hydrolysis	pos	measured	622	612	2238	1
BacDive_Uses_gluconate_negative	util	Uses	gluconate	neg	measured	619	612	1363	1
BacDive_Uses_sucrose_negative	util	Uses	sucrose	neg	measured	611	610	753	1
BacDive_Uses_glycerol	util	Uses	glycerol	pos	measured	609	609	612	1
BacDive_Uses_L-arabinose_acid	util	Uses	L-arabinose	pos	measured	625	609	2648	1
BacDive_Uses_acetate	util	Uses	acetate	pos	measured	611	608	662	1
BacDive_Enzyme_alpha-arabinosidase_negative	enzyme	Enzyme	alpha-arabinosidase	neg	measured	628	604	1758	1
BacDive_Uses_ribose	util	Uses	ribose	pos	measured	604	603	607	1
BacDive_Uses_arbutin_acid	util	Uses	arbutin	pos	measured	620	600	1879	1
BacDive_Uses_inositol_negative	util	Uses	inositol	neg	measured	600	598	626	1
BacDive_Uses_lactose	util	Uses	lactose	pos	measured	598	597	620	1
BacDive_Enzyme_glutamyl-glutamate_arylamidase_negative	enzyme	Enzyme	glutamyl-glutamate arylamidase	neg	measured	612	590	1723	1
BacDive_Enzyme_protease_negative	enzyme	Enzyme	protease	neg	measured	590	586	987	1
BacDive_Uses_D-xylose_acid	util	Uses	D-xylose	pos	measured	598	585	1505	1
BacDive_Uses_fructose_acid_negative	util	Uses	fructose	neg	measured	587	583	2279	1
BacDive_NaCl_moderate_halophile	halophily	NaCl	moderate halophile	pos	measured	591	580	1155	1
BacDive_Uses_inositol	util	Uses	inositol	pos	measured	580	579	603	1
BacDive_Uses_rhamnose_negative	util	Uses	rhamnose	neg	measured	575	573	591	1
BacDive_Uses_sucrose_fermentation	util	Uses	sucrose	pos	measured	596	573	2538	1
BacDive_Uses_gentiobiose_acid	util	Uses	gentiobiose	pos	measured	566	546	1627	1
BacDive_Uses_malate_negative	util	Uses	malate	neg	measured	550	544	1041	1
BacDive_Enzyme_gamma-glutamyltransferase	enzyme	Enzyme	gamma-glutamyltransferase	pos	measured	549	540	1159	1
BacDive_Uses_raffinose_acid	util	Uses	raffinose	pos	measured	563	539	1991	1
BacDive_Uses_sorbitol	util	Uses	sorbitol	pos	measured	537	536	543	1
BacDive_Enzyme_pyrazinamidase_negative	enzyme	Enzyme	pyrazinamidase	neg	measured	543	534	1124	1
BacDive_NaCl_non-halophile	halophily	NaCl	non-halophile	pos	measured	531	531	537	1
BacDive_Uses_melibiose	util	Uses	melibiose	pos	measured	530	529	533	1
BacDive_Uses_salicin	util	Uses	salicin	pos	measured	521	521	525	1
BacDive_Uses_nitrate_respiration	util	Uses	nitrate	pos	measured	548	517	1334	1
BacDive_Enzyme_serine_arylamidase_negative	enzyme	Enzyme	serine arylamidase	neg	measured	523	504	1210	1
BacDive_Uses_mannose_fermentation_negative	util	Uses	mannose	neg	measured	515	496	1423	1
BacDive_Enzyme_L-arginine_arylamidase_negative	enzyme	Enzyme	L-arginine arylamidase	neg	measured	507	482	1823	1
BacDive_Uses_melibiose_acid	util	Uses	melibiose	pos	measured	498	477	1903	1
BacDive_Enzyme_glycin_arylamidase_negative	enzyme	Enzyme	glycin arylamidase	neg	measured	492	474	1165	1
BacDive_Enzyme_phenylalanine_arylamidase_negative	enzyme	Enzyme	phenylalanine arylamidase	neg	measured	492	474	1134	1
BacDive_Uses_glycerol_acid	util	Uses	glycerol	pos	measured	482	472	1627	1
BacDive_Enzyme_tyrosine_arylamidase_negative	enzyme	Enzyme	tyrosine arylamidase	neg	measured	487	470	1102	1
BacDive_Enzyme_pyrazinamidase	enzyme	Enzyme	pyrazinamidase	pos	measured	477	469	1839	1
BacDive_Observation_aggregation_in_chains	observation	Observation	aggregation in chains	pos	measured	467	467	474	1
BacDive_Prod_indole	production	Prod	indole	pos	measured	482	464	3026	1
BacDive_Enzyme_histidine_arylamidase_negative	enzyme	Enzyme	histidine arylamidase	neg	measured	476	462	1138	1
BacDive_Uses_cellulose_negative	util	Uses	cellulose	neg	measured	454	452	477	1
BacDive_Enzyme_DNase	enzyme|hydrolysis	Enzyme	DNase	pos	measured	459	449	984	1
BacDive_Enzyme_alpha-mannosidase	api_zym|enzyme	Enzyme	alpha-mannosidase	pos	measured	450	444	1160	1
BacDive_Enzyme_pyrrolidonyl_arylamidase	enzyme	Enzyme	pyrrolidonyl arylamidase	pos	measured	451	442	2285	1
BacDive_Uses_lactate	util	Uses	lactate	pos	measured	443	442	448	1
BacDive_Enzyme_leucyl_glycin_arylamidase_negative	enzyme	Enzyme	leucyl glycin arylamidase	neg	measured	454	440	1220	1
BacDive_Uses_amygdalin_acid	util	Uses	amygdalin	pos	measured	453	437	1365	1
BacDive_Uses_turanose_acid	util	Uses	turanose	pos	measured	446	435	1087	1
BacDive_Uses_starch_acid	util	Uses	starch	pos	measured	446	433	1440	1
BacDive_Enzyme_beta-mannosidase_negative	enzyme	Enzyme	beta-mannosidase	neg	measured	429	409	3010	2
BacDive_PathogenHuman_yes_in_single_cases	pathogen_human	PathogenHuman	yes, in single cases	pos	measured	411	408	1425	1
BacDive_Uses_pullulan_acid_negative	util	Uses	pullulan	neg	measured	419	407	2499	2
BacDive_Uses_alpha-cyclodextrin_acid_negative	util	Uses	alpha-cyclodextrin	neg	measured	425	406	3058	2
BacDive_Uses_decanoate	util	Uses	decanoate	pos	measured	407	398	1646	1
BacDive_Enzyme_alanine_arylamidase	enzyme	Enzyme	alanine arylamidase	pos	measured	396	385	1100	1
BacDive_Enzyme_L-arginine_arylamidase	enzyme	Enzyme	L-arginine arylamidase	pos	measured	394	384	1244	1
BacDive_Uses_succinate	util	Uses	succinate	pos	measured	387	384	565	1
BacDive_Uses_mannitol_fermentation	util	Uses	mannitol	pos	measured	403	383	2472	1
BacDive_Uses_propionate	util	Uses	propionate	pos	measured	384	383	425	1
BacDive_Observation_ubiquinone	observation	Observation	ubiquinone	pos	measured	385	382	589	1
BacDive_Uses_xylose_negative	util	Uses	xylose	neg	measured	384	382	407	1
BacDive_Enzyme_beta-glucuronidase	api_zym|enzyme	Enzyme	beta-glucuronidase	pos	measured	392	379	2335	1
BacDive_Uses_fructose_negative	util	Uses	fructose	neg	measured	379	379	494	1
BacDive_Uses_phenylacetate_negative	util	Uses	phenylacetate	neg	measured	371	370	371	1
BacDive_Test_indole_test	metabolite_test	Test	indole test	pos	measured	374	358	2278	1
BacDive_Uses_malonate_negative	util	Uses	malonate	neg	measured	371	358	1887	1
BacDive_Uses_maltose_fermentation	util	Uses	maltose	pos	measured	369	355	2139	2
BacDive_Uses_ornithine	util	Uses	ornithine	pos	measured	361	352	1264	1
BacDive_Uses_sorbitol_negative	util	Uses	sorbitol	neg	measured	352	352	353	1
BacDive_Uses_mannose_fermentation	util	Uses	mannose	pos	measured	357	346	1369	2
BacDive_Uses_sorbitol_fermentation_negative	util	Uses	sorbitol	neg	measured	349	343	953	1
BacDive_Enzyme_alanine_arylamidase_negative	enzyme	Enzyme	alanine arylamidase	neg	measured	355	342	902	1
BacDive_Enzyme_glycyl_tryptophan_arylamidase_negative	enzyme	Enzyme	glycyl tryptophan arylamidase	neg	measured	358	340	2407	2
BacDive_Uses_glycogen_acid	util	Uses	glycogen	pos	measured	352	339	1047	1
BacDive_Uses_methyl_beta-D-glucopyranoside_acid_negative	util	Uses	methyl beta-D-glucopyranoside	neg	measured	347	337	2273	2
BacDive_Uses_rhamnose_acid	util	Uses	rhamnose	pos	measured	338	332	1553	1
BacDive_Uses_adipate	util	Uses	adipate	pos	measured	335	331	1181	1
BacDive_Uses_gluconate_acid	util	Uses	gluconate	pos	measured	340	331	1332	1
BacDive_Uses_inositol_fermentation_negative	util	Uses	inositol	neg	measured	336	330	1755	1
BacDive_Uses_arabinose_negative	util	Uses	arabinose	neg	measured	329	327	340	1
BacDive_Uses_methyl_alpha-D-glucopyranoside_acid	util	Uses	methyl alpha-D-glucopyranoside	pos	measured	330	321	996	1
BacDive_Enzyme_ornithine_decarboxylase	enzyme	Enzyme	ornithine decarboxylase	pos	measured	333	320	1612	1
BacDive_Enzyme_protease	enzyme	Enzyme	protease	pos	measured	328	320	629	1
BacDive_Uses_pyruvate	util	Uses	pyruvate	pos	measured	318	318	319	1
